id,question,answer,alternate_questions,tags,source,source_section,status,owner,reviewer,last_reviewed,version,notes
KQ-011,How does target base year selection work across target cycles under the Corporate Net-Zero Standard V2.0?,"Target setting operates in defined cycles. For each new target cycle, a company is required to select the most recent year with comprehensive data as the target base year for near-term targets. This reflects changes in company structure and emissions over time and aligns with SBTi target-setting methods that determine ambition based on a company's current emissions profile rather than historical base year emissions. Updating the target base year represents a continuation, not a reset, of the decarbonization journey: the company is expected to demonstrate continued progress across successive target cycles.",What is the target base year under SBTi V2.0?|Does the base year reset each cycle?|How is ambition determined in each target cycle?,target base year|target cycle|near-term targets|decarbonization|emissions profile|ambition|continuation|successive cycles,SBTi Corporate Net-Zero Standard V2.0,Target Setting / Base Year,approved,,,,2.0,
KQ-012,What does the Corporate Net-Zero Standard require regarding organizational and operational boundaries?,"Organizational & operational boundaries. The intent is to establish clear and comprehensive organizational and operational boundaries as the foundation for the consistent application of all SBTi Standards, including Sector Standards, and for setting, tracking, and assessing progress against targets. CNZS-C3. Companies shall define organizational and operational boundaries to which all applicable SBTi Standards criteria shall be applied. This criterion CNZS-C3 applies to company categories A and B.",What boundaries must companies define under CNZS-C3?|What is the scope of organizational boundaries in SBTi?|Does CNZS-C3 apply to all companies?,organizational boundaries|operational boundaries|CNZS-C3|Sector Standards|target setting|tracking|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C3 Organizational & Operational Boundaries,approved,,,,2.0,
KQ-013,What is a target base year and how must it be selected under the Corporate Net-Zero Standard V2.0?,"Selecting a target base year. A target base year is not necessarily the same as an inventory base year. The inventory base year, as defined by the GHG Protocol (2004), is ""a historic datum against which a company's emissions are tracked over time."" In contrast, the target base year is the reference year chosen when setting targets. Intent: To ensure that, at the start of each target cycle, companies select a target base year that reflects their current organizational structure and emissions profile. This aligns with SBTi target-setting methods, which determine ambition based on current emissions rather than historical base years, while maintaining accountability and building on achieved emissions reductions. CNZS-C4. Companies shall select a target base year that accurately reflects the company's structure and activities. This criterion CNZS-C4 applies to company categories A and B.",What is the difference between a target base year and an inventory base year?|How do I choose a base year for SBTi targets?|What does CNZS-C4 require?,target base year|inventory base year|CNZS-C4|GHG Protocol|organizational structure|emissions profile|ambition|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C4 Target Base Year,approved,,,,2.0,
KQ-014,What does the Corporate Net-Zero Standard require for the target base year GHG inventory?,"Target base year GHG inventory. Intent: To ensure companies establish a robust and transparent foundation for credible target setting and end-of-cycle progress assessment by accounting for and reporting a base year GHG inventory aligned with the GHG Protocol and other target-setting metrics. CNZS-C5. Companies shall account and report a GHG emissions inventory aligned with the GHG Protocol Standards. This criterion CNZS-C5 applies to company categories A and B, except sub-criterion C5.7, which is Category A only.",What GHG inventory is required for target setting?|Does SBTi require a GHG Protocol-aligned inventory?|What is CNZS-C5?,GHG inventory|CNZS-C5|GHG Protocol|base year|target setting|progress assessment|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C5 Target Base Year GHG Inventory,approved,,,,2.0,
KQ-015,What does the Corporate Net-Zero Standard require regarding the identification and quantification of emissions-intensive activities (EIAs) in the value chain?,"Identification of EIAs. The intent of section 2.4 is to ensure that the most emissions-intensive value chain activities are explicitly visible and addressed through targets or transition planning, the identification and quantification of EIAs is required separately from broader scope 3 categories, with dedicated target-setting options available under CNZS-C15. Under criterion CNZS-C6, companies shall identify and quantify emissions from emissions-intensive activities (EIAs) within their value chains. This criterion CNZS-C6 applies to company category A and is optional for company category B.",What are emissions-intensive activities under SBTi?|What is CNZS-C6?|Do all companies need to identify EIAs?,EIA|emissions-intensive activities|CNZS-C6|value chain|scope 3|target setting|transition planning|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C6 Identification of EIAs,approved,,,,2.0,
KQ-016,What does the Corporate Net-Zero Standard require regarding third-party assurance of the target base year GHG inventory?,Third-party assurance. Intent: To strengthen the credibility and reliability of the target base year GHG emissions inventory and related calculations through independent third-party assurance. Assurance is required for Category A companies and strongly encouraged for Category B companies as a key mechanism to enhance transparency and confidence in reported emissions. CNZS-C7: Companies shall obtain independent third-party assurance of the target base year GHG emissions inventory and associated required metrics. This criterion CNZS-C7 applies to company category A and is optional for company category B.,Is third-party assurance mandatory under SBTi V2.0?|What is CNZS-C7?|Do Category B companies need assurance?,third-party assurance|CNZS-C7|GHG inventory|Category A|Category B|credibility|transparency|independent assurance,SBTi Corporate Net-Zero Standard V2.0,CNZS-C7 Third-Party Assurance,approved,,,,2.0,
KQ-017,When and why must companies recalculate their target base year GHG inventory under the Corporate Net-Zero Standard V2.0?,"Target base year recalculation. Intent: To ensure that target base year emissions and associated required metrics remain accurate, representative, and comparable over time by requiring recalculation in response to material structural or methodological changes. CNZS-C8 states that companies shall recalculate their target base year GHG emissions inventory and associated required metrics in response to significant changes. This criterion CNZS-C8 applies to company categories A and B, except sub-criterion C8.6, which is Category A only.",What triggers a base year recalculation under SBTi?|What is CNZS-C8?|When must a company update its base year emissions?,base year recalculation|CNZS-C8|GHG inventory|material changes|methodological changes|structural changes|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C8 Target Base Year Recalculation,approved,,,,2.0,
KQ-018,What does the Corporate Net-Zero Standard require for general target setting on operational and value chain emissions?,General target setting. Intent: To ensure companies set robust targets for their operational and value chain emissions that drive measurable progress using standardized metrics and methods aligned to science-based net-zero pathways and established accounting approaches. CNZS-C9. Companies shall set targets for emissions from their operations and value chain that are consistent with science-based net-zero pathways. This criterion CNZS-C9 applies to company categories A and B.,What is CNZS-C9?|What targets must companies set under SBTi V2.0?|Are value chain emissions included in target setting?,target setting|CNZS-C9|operational emissions|value chain|science-based pathways|net-zero|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C9 General Target Setting,approved,,,,2.0,
KQ-019,What does the Corporate Net-Zero Standard require for Scope 1 target setting?,"Scope 1 targets. Intent: To ensure companies set comprehensive targets to reduce and ultimately eliminate scope 1 emissions from sources they own or control. Companies use standardized target-setting options appropriate to their activities, including absolute emissions reduction, sector-specific emissions intensity, or company-specific asset transition targets, all consistent with reaching net-zero emissions by 2050 at the latest. CNZS-C10. Companies shall set near-term scope 1 targets for emissions from sources owned or controlled by the company. This criterion CNZS-C10 applies to company categories A and B.",What is CNZS-C10?|Are scope 1 targets mandatory?|What target-setting methods are available for scope 1?,scope 1|CNZS-C10|near-term targets|absolute emissions reduction|emissions intensity|asset transition|net-zero|2050|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C10 Scope 1 Targets,approved,,,,2.0,Also see KQ-020: What are the long-term Scope 1 target requirements under the Corporate Net-Zero Standard V2.0?
KQ-020,What are the long-term Scope 1 target requirements under the Corporate Net-Zero Standard V2.0?,"Scope 1 targets. Intent: To ensure companies set comprehensive targets to reduce and ultimately eliminate scope 1 emissions from sources they own or control. Companies use standardized target-setting options appropriate to their activities, including absolute emissions reduction, sector-specific emissions intensity, or company-specific asset transition targets, all consistent with reaching net-zero emissions by 2050 at the latest. Companies setting near-term scope 1 emissions intensity or asset transition targets shall set long-term scope 1 targets to reduce emissions from sources owned or controlled by the company to residual levels by 2050 at the latest. This criterion CNZS-C11 applies to company category A and is optional for company category B.",What is CNZS-C11?|When are long-term scope 1 targets required?|What is the 2050 scope 1 requirement?,scope 1|CNZS-C11|long-term targets|residual emissions|2050|emissions intensity|asset transition|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C11 Scope 1 Long-Term Targets,approved,,,,2.0,Also see KQ-019: What does the Corporate Net-Zero Standard require for Scope 1 target setting?
KQ-021,What does the Corporate Net-Zero Standard require for Scope 2 target setting?,"Scope 2 targets. Intent: To enable companies to decarbonize their purchased electricity, heat, steam, and cooling, and contribute to the decarbonization of the energy systems that supply them, through the setting of comprehensive scope 2 targets. Requirements for implementing scope 2 targets, including geographic and temporal matching, are covered in the Target Implementation chapter, Sections 4.3 and 4.4. CNZS-C12. Companies shall set near-term scope 2 targets for emissions from their purchased and consumed electricity, heat, steam, and cooling. This criterion CNZS-C12 applies to company categories A and B, except sub-criteria C12.3 and C12.4, which are Category A only.",What is CNZS-C12?|Are scope 2 targets mandatory?|What emissions does scope 2 cover under SBTi?,scope 2|CNZS-C12|near-term targets|purchased electricity|heat|steam|cooling|geographic matching|temporal matching|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C12 Scope 2 Targets,approved,,,,2.0,Also see KQ-022: What are the long-term Scope 2 target requirements under the Corporate Net-Zero Standard V2.0?
KQ-022,What are the long-term Scope 2 target requirements under the Corporate Net-Zero Standard V2.0?,"Scope 2 targets. Intent: To enable companies to decarbonize their purchased electricity, heat, steam, and cooling, and contribute to the decarbonization of the energy systems that supply them, through the setting of comprehensive scope 2 targets. Requirements for implementing scope 2 targets, including geographic and temporal matching, are covered in the Target Implementation chapter, Sections 4.3 and 4.4. Companies that choose to set long-term scope 2 targets shall reduce emissions from their purchased and consumed electricity, heat, steam, and cooling to residual levels by 2050 at the latest. This criterion CNZS-C13 is optional for company categories A and B.",What is CNZS-C13?|Are long-term scope 2 targets mandatory?|What is the 2050 scope 2 requirement?,scope 2|CNZS-C13|long-term targets|residual emissions|2050|purchased electricity|heat|steam|cooling|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C13 Scope 2 Long-Term Targets,approved,,,,2.0,Also see KQ-021: What does the Corporate Net-Zero Standard require for Scope 2 target setting?
KQ-023,What does the Corporate Net-Zero Standard require for Scope 3 near-term target boundary and coverage?,"Scope 3 targets. Scope 3 near-term target boundary. Intent: To ensure companies focus their scope 3 targets on the most material emissions sources in their value chains and where they can credibly take action, while allowing limited, justified exclusions for emissions where companies lack the practical ability to influence outcomes. CNZS-C14. Companies shall set near-term scope 3 targets that cover significant scope 3 categories. CNZS-C14 applies to company category A and is optional for company category B.",What is CNZS-C14?|Are scope 3 targets mandatory?|Which scope 3 categories must be covered in targets?,scope 3|CNZS-C14|near-term targets|value chain|material emissions|significant categories|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C14 Scope 3 Near-Term Target Boundary,approved,,,,2.0,Also see KQ-024: What are the eligible target-setting options for Scope 3 near-term targets? | Also see KQ-025: What are the long-term Scope 3 target requirements?
KQ-024,What are the eligible target-setting options for Scope 3 near-term targets under the Corporate Net-Zero Standard V2.0?,"Scope 3 near-term target boundary. Intent: To ensure companies focus their scope 3 targets on the most material emissions sources in their value chains and where they can credibly take action, while allowing limited, justified exclusions for emissions where companies lack the practical ability to influence outcomes. Companies shall set near-term scope 3 targets for value chain emissions using one of the eligible options. The CNZS-C15 criterion is Required. This criterion CNZS-C15 applies to company category A and is optional for company category B.",What is CNZS-C15?|How do companies set scope 3 near-term targets?|What methods are available for scope 3 targets?,scope 3|CNZS-C15|near-term targets|eligible options|value chain|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C15 Scope 3 Near-Term Target Options,approved,,,,2.0,Also see KQ-023: What does the Corporate Net-Zero Standard require for Scope 3 near-term target boundary and coverage? | Also see KQ-025: What are the long-term Scope 3 target requirements?
KQ-025,What are the long-term Scope 3 target requirements under the Corporate Net-Zero Standard V2.0?,"Scope 3 near-term target boundary. Intent: To ensure companies focus their scope 3 targets on the most material emissions sources in their value chains and where they can credibly take action, while allowing limited, justified exclusions for emissions where companies lack the practical ability to influence outcomes. CNZS-C16. Companies that choose to set long-term scope 3 targets shall reduce value chain emissions to residual levels by 2050 at the latest. This criterion CNZS-C16 is optional for company categories A and B.",What is CNZS-C16?|Are long-term scope 3 targets mandatory?|What is the 2050 scope 3 requirement?,scope 3|CNZS-C16|long-term targets|residual emissions|2050|value chain|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C16 Scope 3 Long-Term Targets,approved,,,,2.0,Also see KQ-023: What does the Corporate Net-Zero Standard require for Scope 3 near-term target boundary and coverage? | Also see KQ-024: What are the eligible target-setting options for Scope 3 near-term targets under the Corporate Net-Zero Standard V2.0?
KQ-026,"What must companies do to set a net-zero target under the Corporate Net-Zero Standard V2.0?","Net-zero targets. Intent: To ensure that any company setting a net-zero target does so on the basis of comprehensive near-term and long-term targets covering all scope 1, scope 2, and scope 3 emissions, and reaches a state of net-zero through deep emissions reductions and the neutralization of residual emissions. CNZS-C17. Companies that choose to set a net-zero target shall establish near-term and long-term targets covering scope 1, scope 2, and scope 3 emissions, and neutralize any residual emissions. This criterion CNZS-C17 is optional for company categories A and B.","What is CNZS-C17?|Is a net-zero target mandatory under SBTi V2.0?|What is required to claim net-zero under SBTi?","net-zero targets|CNZS-C17|scope 1|scope 2|scope 3|near-term targets|long-term targets|residual emissions|neutralization|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C17 Net-Zero Targets","draft","","","","2.0","Also see KQ-004: What do net-zero targets include and are they mandatory?"
KQ-027,"What does the Corporate Net-Zero Standard require for reporting target information after validation?","Reporting target information. Intent: To drive transparency by requiring companies to report clear, consistent, and timely information about their target base year and targets. CNZS-C18. Companies shall report target information after completing the validation process. This criterion CNZS-C18 applies to company categories A and B.","What is CNZS-C18?|When must companies report their SBTi targets?|What information must be disclosed after target validation?","reporting|CNZS-C18|target information|validation|transparency|disclosure|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C18 Reporting Target Information","draft","","","","2.0",""
KQ-028,"What are the transparency requirements for companies that consolidate multiple Scope 3 targets into a single headline ambition?","Reporting target information. Intent: To drive transparency by requiring companies to report clear, consistent, and timely information about their target base year and targets. CNZS-C19. Companies that consolidate multiple scope 3 targets into a single ""headline ambition"" shall ensure that the headline ambition transparently communicates the intended outcome of the consolidated targets. This criterion CNZS-C19 is optional for company categories A and B.","What is CNZS-C19?|Can scope 3 targets be combined into one ambition statement?|What is a headline ambition under SBTi?","headline ambition|CNZS-C19|scope 3|consolidated targets|transparency|reporting|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C19 Headline Ambition Reporting","draft","","","","2.0","Also see KQ-027: What does the Corporate Net-Zero Standard require for reporting target information after validation?"
KQ-029,"When must companies revise their targets under the Corporate Net-Zero Standard V2.0?","Target revision. Intent: To ensure that targets remain valid, science-based, and aligned with the effective SBTi Standards over time by requiring companies to revise targets where necessary following significant structural or methodological changes. CNZS-C20. Companies shall revise their targets where significant changes result in targets that no longer conform to the Corporate Net-Zero Standard or any applicable SBTi Sector Standard. This criterion CNZS-C20 applies to company categories A and B.","What is CNZS-C20?|When do SBTi targets need to be updated?|What triggers a target revision?","target revision|CNZS-C20|significant changes|Sector Standard|conformance|methodological changes|structural changes|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C20 Target Revision","draft","","","","2.0",""
KQ-030,"How must companies account for and report mitigation actions and market instruments that fall outside their physical GHG inventory?","To enable recognition of a broader range of mitigation efforts, companies may also undertake actions and use market instruments that are not reflected in their physical GHG inventories. Such actions shall be accounted for and reported separately to ensure transparency while recognizing their contribution to decarbonization beyond companies' physical GHG inventories.","How are market instruments reported under SBTi V2.0?|What mitigation actions fall outside the GHG inventory?|How are off-inventory actions treated under the Corporate Net-Zero Standard?","market instruments|GHG inventory|mitigation actions|transparency|reporting|decarbonization|off-inventory","SBTi Corporate Net-Zero Standard V2.0","Target Implementation / Market Instruments","draft","","","","2.0",""
KQ-031,"How does the Corporate Net-Zero Standard V2.0 address emissions from shared systems that companies purchase from or feed into — such as electricity grids, gas grids, supply sheds, or logistics networks (activity pools) — and what actions are permitted when direct action is structurally constrained?","In many cases, emissions arise within shared systems that companies purchase from or feed into, such as electricity grids, gas grids, supply sheds, or logistics networks – referred to as activity pools. Where emissions are embedded in such a system, a company can take action within the same activity pool to decarbonize the system serving the company. Over time, such actions contribute to physically reducing emissions associated with the company's underlying activities. In some situations, structural constraints may limit action at the activity or activity pool level within the target timeframe. These constraints may include technological, infrastructural, regulatory, or market limitations. In such cases, action may occur at the sector level, provided the actions mirror the relevant emissions sources and support the transition of the sector in which those emissions arise. Actions at the activity pool or sector level, including the use of market instruments, can contribute to broader system-level decarbonization as interim measures until the opportunity to take direct action in operations and value chains is available. These actions may include, for example, the purchase of energy attribute certificates (e.g., for electricity or gas) and commodity certificates that rely on different chain-of-custody models (such as mass balance or book-and-claim). Where such actions are not reflected in a company's physical GHG inventory, they are reported separately.","What are activity pools under SBTi V2.0?|Can companies act at the sector level when direct action is not possible?|How are energy attribute certificates treated under the Corporate Net-Zero Standard?","activity pools|electricity grids|gas grids|supply sheds|logistics networks|sector-level action|market instruments|energy attribute certificates|commodity certificates|mass balance|book-and-claim|structural constraints|GHG inventory","SBTi Corporate Net-Zero Standard V2.0","Target Implementation / Activity Pools and Sector-Level Action","draft","","","","2.0","Also see KQ-030: How must companies account for and report mitigation actions and market instruments that fall outside their physical GHG inventory?"
KQ-032,"What are enabling actions under the Corporate Net-Zero Standard V2.0 and when are companies encouraged to take them?","Where companies cannot take sufficient action within the target timeframe, they are encouraged to take enabling actions that help address underlying constraints and support future emissions reductions, such as contributing to the development of necessary technologies, infrastructure, or supply systems. Enabling action is an action taken by a company to address structural constraints that limit emissions reductions within the target timeframe. Enabling actions are intended to support future decarbonization by contributing to the development of technologies, infrastructure, supply systems, policy frameworks, or market conditions necessary for emissions reductions.","What is an enabling action under SBTi V2.0?|What can companies do when they cannot meet targets within the timeframe?|How does SBTi treat contributions to technology or infrastructure development?","enabling actions|structural constraints|decarbonization|technologies|infrastructure|supply systems|policy frameworks|market conditions|target timeframe","SBTi Corporate Net-Zero Standard V2.0","Target Implementation / Enabling Actions","draft","","","","2.0","Also see KQ-031: How does the Corporate Net-Zero Standard V2.0 address emissions from shared systems such as activity pools?"
KQ-033,"What are the geographic and temporal matching requirements for Scope 2 electricity under the Corporate Net-Zero Standard V2.0?","The Corporate Net-Zero Standard V2.0 requires geographical matching of electricity consumption, either directly or through attributes, based on deliverability regions. Matching can also extend beyond a deliverability region to interconnected regions where a contract is supported by interconnector access rights or a power purchase agreement for a low-carbon project. Where structural barriers exist, companies can take sector-level actions for an interim period while simultaneously taking measures to overcome the barriers. While annual matching has historically been used in scope 2 accounting, more granular approaches are increasingly being adopted to better reflect the temporal relationship between electricity consumption and generation. Hourly matching can strengthen the credibility of scope 2–related claims and better align electricity demand with low-carbon supply. It can support stronger price signals and investment incentives for flexibility, demand response, energy storage, and new low-carbon generation technologies.","What is geographic matching for scope 2?|What is hourly matching under SBTi V2.0?|How must electricity attributes be matched under the Corporate Net-Zero Standard?","scope 2|geographic matching|temporal matching|deliverability regions|hourly matching|annual matching|energy attribute certificates|power purchase agreement|interconnector|low-carbon generation|structural barriers","SBTi Corporate Net-Zero Standard V2.0","Target Implementation / Scope 2 Geographic and Temporal Matching","draft","","","","2.0","Also see KQ-021: What does the Corporate Net-Zero Standard require for Scope 2 target setting?"
KQ-034,"What does the Corporate Net-Zero Standard V2.0 require and offer regarding hourly matching of Scope 2 electricity consumption?","To improve transparency while hourly matching practices further develop, the Corporate Net-Zero Standard V2.0 requires Category A companies with large electricity loads to report the percentage of scope 2 electricity consumption matched with low-carbon electricity attributes on an hourly basis. The Corporate Net-Zero Standard also includes an optional recognition framework for companies that meet specified hourly matching thresholds for target implementation; this highlights leadership in aligning electricity demand with low-carbon generation, while encouraging adoption of more granular accounting approaches as the GHG Protocol evolves its scope 2 requirements. To inform future revisions of the Corporate Net-Zero Standard, the SBTi intends to launch a Call for Evidence to better understand how hourly matching should be deployed in the context of a target-setting program, and, specifically, how voluntary action can complement market dynamics and policy incentives.","What is the hourly matching requirement for Category A companies?|Is hourly matching mandatory under SBTi V2.0?|What is the recognition framework for hourly matching?","hourly matching|scope 2|Category A|large electricity loads|low-carbon electricity|recognition framework|GHG Protocol|Call for Evidence|transparency|market dynamics","SBTi Corporate Net-Zero Standard V2.0","Target Implementation / Hourly Matching","draft","","","","2.0","Also see KQ-033: What are the geographic and temporal matching requirements for Scope 2 electricity under the Corporate Net-Zero Standard V2.0?"
