id,question,answer,alternate_questions,tags,source,source_section,status,owner,reviewer,last_reviewed,version,notes
kt-011,What is Assurance?,"Demonstration that specified requirements relating to a product, process, system, person, or entity are fulfilled (ISEAL, 2025).",What does Assurance mean?;Define Assurance;Assurance definition;How does the SBTi Corporate Net-Zero Standard define Assurance?;Assurance,definitions;assurance,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Assurance,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-012,What is Attributional accounting?,"A type of GHG accounting that quantifies and tracks total GHG emissions (and also removals and other accounting categories if applicable) within a defined inventory boundary over time, typically relative to a historical base year. Corporate inventory accounting is a type of attributional accounting that is the primary method used by corporations and other organizations to report emissions from their operations and value chains. The attributional accounting approach requires reporting organizations to define clear organizational and operational boundaries, within which emissions are quantified and organized across scopes 1, 2, and 3 (GHG Protocol, 2026).",What does Attributional accounting mean?;Define Attributional accounting;Attributional accounting definition;How does the SBTi Corporate Net-Zero Standard define Attributional accounting?;Attributional accounting,definitions;accounting;inventory;removals,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Attributional accounting,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-013,What is Barrier?,A factor or condition that inhibits or delays a company’s progress toward its targets. Barriers may arise from internal or external circumstances and are expected to be actively managed or mitigated by the company. Barriers may include structural constraints.,What does Barrier mean?;Define Barrier;Barrier definition;How does the SBTi Corporate Net-Zero Standard define Barrier?;Barrier,definitions;targets,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Barrier,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-014,What is Base year (inventory)?,"A historic datum (a specific year or an average over multiple years) against which a company’s emissions are tracked over time (GHG Protocol, 2004).",What does Base year (inventory) mean?;Define Base year (inventory);Base year (inventory) definition;How does the SBTi Corporate Net-Zero Standard define Base year (inventory)?;Base year (inventory),definitions;inventory;base year,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Base year (inventory),approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-015,What is Base year (target)?,"The target base year is used for defining a GHG target, e.g., to reduce carbon dioxide emissions by 25% from 2000 levels (target base year) by 2010 (GHG Protocol, 2004).",What does Base year (target) mean?;Define Base year (target);Base year (target) definition;How does the SBTi Corporate Net-Zero Standard define Base year (target)?;Base year (target),definitions;targets;base year,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Base year (target),approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-016,What is Behind the meter?,"Behind the meter refers to electricity-generating units(s) and/or energy storage system(s) located on the customer’s side of the utility service meter, providing power for use on-site and/or to be discharged into the grid (adapted from US Department of Energy Integrated Energy Systems Office, 2021).",What does Behind the meter mean?;Define Behind the meter;Behind the meter definition;How does the SBTi Corporate Net-Zero Standard define Behind the meter?;Behind the meter,definitions;electricity,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Behind the meter,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-017,What is Benchmark?,A reference point against which a company’s performance can be compared.,What does Benchmark mean?;Define Benchmark;Benchmark definition;How does the SBTi Corporate Net-Zero Standard define Benchmark?;Benchmark,definitions;definitions,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Benchmark,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-018,What are Benefit sharing arrangements?,"Benefit sharing arrangements identify how monetary and non-monetary benefits will be allocated to local stakeholders who are involved in a mitigation activity and how the distribution will take place. These arrangements outline who will bear costs and receive benefits, what institutional arrangements and implementation conditions are in place, and how decisions will be made and implemented (adapted from Climate Focus, 2023).",What does Benefit sharing arrangements mean?;Define Benefit sharing arrangements;Benefit sharing arrangements definition;How does the SBTi Corporate Net-Zero Standard define Benefit sharing arrangements?;Benefit sharing arrangements,definitions;definitions,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Benefit sharing arrangements,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-019,What are Best efforts?,"A best-efforts basis reflects a level of effort demonstrated through the implementation of all actions within a company’s control or influence that are necessary and appropriate to implement its targets, including the identification, reporting, and active management of material dependencies and associated risks.",What does Best efforts mean?;Define Best efforts;Best efforts definition;How does the SBTi Corporate Net-Zero Standard define Best efforts?;Best efforts,definitions;targets,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Best efforts,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-020,What is Bio-based feedstock?,"Biogenic commodities, such as biogas, biomass, crop residues, wastes, or other agricultural products that are used to produce bioenergy, bio-based fuels, or bio-based products (adapted from GHG Protocol, 2026).",What does Bio-based feedstock mean?;Define Bio-based feedstock;Bio-based feedstock definition;How does the SBTi Corporate Net-Zero Standard define Bio-based feedstock?;Bio-based feedstock,definitions;definitions,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Bio-based feedstock,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-021,What is Carbon bank?,"A system, internal or external to companies, in which emissions reductions or removals are accounted for and redistributed as attributes associated with products or market instruments sold by the company, without a physical and proportional link to the underlying production outcomes.",What does Carbon bank mean?;Define Carbon bank;Carbon bank definition;How does the SBTi Corporate Net-Zero Standard define Carbon bank?;Carbon bank,definitions;accounting;removals;market instruments,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Carbon bank,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-022,What is Carbon credit?,"A certificate or tradable unit that represents one metric ton of carbon dioxide equivalent (tCO₂e) emissions avoided, reduced, or removed relative to a baseline. Carbon credits in the voluntary carbon market are generated by the activities of projects and programs that are certified by carbon standards. Certified GHG reductions, removals, or avoidances are quantified using project or intervention accounting methods that compare observed emissions with a counterfactual baseline scenario or performance benchmark representing the conditions most likely to occur in the absence of the mitigation activity that generates the credit (adapted from ICVCM, 2024; GHG Protocol, 2026). Carbon credits may be issued from activities that: • Prevent the potential release of emissions relative to a counterfactual scenario (emissions avoidance credits) • Reduce GHG emissions relative to a baseline (emissions reduction credits) • Remove and store carbon from the atmosphere (removal credits) Ex-post carbon credits are issued only after a completed monitoring period and independent verification confirming that the claimed mitigation has occurred.",What does Carbon credit mean?;Define Carbon credit;Carbon credit definition;How does the SBTi Corporate Net-Zero Standard define Carbon credit?;Carbon credit,definitions;verification;accounting;removals,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Carbon credit,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-023,What is Carbon storage pool/reservoir?,"A non-atmospheric physical medium (e.g., rock, soil, biomass) in which carbon is stored outside the atmosphere for a duration (fixed period or indefinite) determined by the physical and biogeochemical properties of that medium (adapted from GHG Protocol, 2026)",What does Carbon storage pool/reservoir mean?;Define Carbon storage pool/reservoir;Carbon storage pool/reservoir definition;How does the SBTi Corporate Net-Zero Standard define Carbon storage pool/reservoir?;Carbon storage pool/reservoir,definitions;definitions,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Carbon storage pool/reservoir,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-024,What is Category A company?,"A company that meets at least one of the size or emissions thresholds and conditions for company categorization defined by the SBTi, including: (i) large companies in any geography based on global size thresholds; or (ii) companies in high-income countries that meet specified emissions or financial thresholds.",What does Category A company mean?;Define Category A company;Category A company definition;How does the SBTi Corporate Net-Zero Standard define Category A company?;Category A company,definitions;value chain,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Category A company,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-025,What is Category B company?,A company that does not meet the criteria for Category A classification under the SBTi thresholds and conditions for company categorization.,What does Category B company mean?;Define Category B company;Category B company definition;How does the SBTi Corporate Net-Zero Standard define Category B company?;Category B company,definitions;value chain,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Category B company,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-026,What is Commodity certificate?,"Third-party-assured market instrument that represents the environmental attributes of an underlying good, product, or service (adapted from GHG Protocol, 2026). Note: The defined term “commodity” does not limit the scope of the term “commodity certificates,” which may apply to certificates for any commodity type.",What does Commodity certificate mean?;Define Commodity certificate;Commodity certificate definition;How does the SBTi Corporate Net-Zero Standard define Commodity certificate?;Commodity certificate,definitions;assurance;market instruments,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Commodity certificate,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-027,What is Certification?,"An independent, third-party evaluation of performance against established criteria or requirements, usually a standard, in which the result indicates compliance. Certification confirms adherence to the criteria and is a mechanism of assurance.",What does Certification mean?;Define Certification;Certification definition;How does the SBTi Corporate Net-Zero Standard define Certification?;Certification,definitions;assurance,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Certification,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-028,What is Chain-of-custody model?,"The approach taken to control inputs and outputs and transfer specified characteristics within the chain-of-custody system (ISEAL, 2025).",What does Chain-of-custody model mean?;Define Chain-of-custody model;Chain-of-custody model definition;How does the SBTi Corporate Net-Zero Standard define Chain-of-custody model?;Chain-of-custody model,definitions;market instruments,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Chain-of-custody model,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-029,What is Circular end-of-life?,"An approach to product design and lifecycle management whereby products are intentionally designed so that their underlying commodities and materials can be reused, recycled, or otherwise recovered at the end of their useful life. Under circular end-of-life models, products are conceived to minimize waste (prevention) and maximize material value retention. This may include, for example, designing for disassembly, material separation, durability, repairability, and compatibility with existing recovery and recycling systems. The objective is to ensure that the embedded commodities remain in productive use for as long as possible, reducing the need for virgin resource extraction and lowering associated environmental impacts. Circular end-of-life contrasts with linear end-of-life pathways, where products are disposed of through landfill or incineration without material recovery (adapted from EU Waste Framework Directive, 2008).",What does Circular end-of-life mean?;Define Circular end-of-life;Circular end-of-life definition;How does the SBTi Corporate Net-Zero Standard define Circular end-of-life?;Circular end-of-life,definitions;definitions,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Circular end-of-life,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-030,What is Claim?,"Promotional communications about the sustainability attributes of a product, process, service, or organization. This includes communications about the status of a client and/or the client’s association with the scheme (adapted from ISEAL, 2025). See SBTi claim.",What does Claim mean?;Define Claim;Claim definition;How does the SBTi Corporate Net-Zero Standard define Claim?;Claim,definitions;definitions,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Claim,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-031,What are Climate contributions?,"Climate contributions in the Corporate Net-Zero Standard refer to funding delivered by companies to support verified mitigation outcomes and other actions that scale climate solutions and enable climate mitigation and adaptation. In the Corporate Net-Zero Standard, climate contributions are delivered under the Ongoing Emissions Responsibility framework, and reflect complementary actions undertaken by a company in addition to, and separate from, actions taken to implement its validated targets as required under the Corporate Net-Zero Standard. Climate contributions are not used to offset or neutralize any actual emissions (adapted from New Climate Institute, 2023). In the Corporate Net-Zero Standard, climate contributions may be expressed in financial terms (e.g., monetary contributions delivered to support eligible climate action categories); and/or in mitigation terms (e.g., verified mitigation outcomes in tCO₂e supported).",What does Climate contributions mean?;Define Climate contributions;Climate contributions definition;How does the SBTi Corporate Net-Zero Standard define Climate contributions?;Climate contributions,definitions;net-zero;targets;verification,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Climate contributions,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-032,What is Co-claim?,"Process by which multiple co-investors and value chain partners collaboratively report and share the rights to claim the verified environmental benefits, such as absolute GHG emissions reductions or carbon removals, resulting from joint climate change mitigation interventions (adapted from VCI, 2022).",What does Co-claim mean?;Define Co-claim;Co-claim definition;How does the SBTi Corporate Net-Zero Standard define Co-claim?;Co-claim,definitions;verification;removals;value chain,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Co-claim,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-033,What are Commodities?,"Commodities in the Corporate Net-Zero Standard refer to standardized industrial or land-based materials that are tangible and uniform, where quality is consistent regardless of the producer, and that have dedicated commodity-specific decarbonization pathways (such as emissions-intensity or alignment pathways).",What does Commodities mean?;Define Commodities;Commodities definition;How does the SBTi Corporate Net-Zero Standard define Commodities?;Commodities,definitions;net-zero,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Commodities,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-034,What is Company?,"A legal entity that is commercially operated and capable of generating profit or other financial gain, including organizations with a hybrid purpose such as social enterprises. The definition excludes cities, local governments, and purely charitable organizations.",What does Company mean?;Define Company;Company definition;How does the SBTi Corporate Net-Zero Standard define Company?;Company,definitions;definitions,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Company,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-035,What is Company category?,"The category (Category A or B) to which a company is assigned, based on its size and geography. The application of criteria within the Corporate Net-Zero Standard differs by company category.",What does Company category mean?;Define Company category;Company category definition;How does the SBTi Corporate Net-Zero Standard define Company category?;Company category,definitions;net-zero;value chain,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Company category,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-036,What is Conformity assessment?,"The process of determining whether a company meets the requirements of a specified standard (adapted from ISEAL, 2025 and ISO 9000:2015).",What does Conformity assessment mean?;Define Conformity assessment;Conformity assessment definition;How does the SBTi Corporate Net-Zero Standard define Conformity assessment?;Conformity assessment,definitions;definitions,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Conformity assessment,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-037,What is Consequential accounting?,"A type of GHG accounting that estimates the impacts or changes in GHG emissions (and removals) resulting from specific projects, actions, or interventions relative to a baseline scenario in which the project, action, or intervention did not occur. Consequential accounting quantifies the global change in GHGs in the atmosphere caused by an action, project, or intervention (GHG Protocol, 2026).",What does Consequential accounting mean?;Define Consequential accounting;Consequential accounting definition;How does the SBTi Corporate Net-Zero Standard define Consequential accounting?;Consequential accounting,definitions;accounting;removals,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Consequential accounting,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-038,What is Contribution budget?,"A financial commitment calculated by applying a specified price per tCO₂e to the volume of emissions covered under a selected Ongoing Emissions Responsibility recognition level, to be used to provide climate contributions in support of verified mitigation outcomes and other eligible climate actions.",What does Contribution budget mean?;Define Contribution budget;Contribution budget definition;How does the SBTi Corporate Net-Zero Standard define Contribution budget?;Contribution budget,definitions;verification;carbon credits,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Contribution budget,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-039,What is Criterion?,A mandatory requirement that a company needs to meet to be in conformity with a specified standard.,What does Criterion mean?;Define Criterion;Criterion definition;How does the SBTi Corporate Net-Zero Standard define Criterion?;Criterion,definitions;definitions,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Criterion,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-040,What is Default-delivered LCE?,"Low-carbon electricity (LCE) attributes present in an electricity supply without any voluntary purchase of LCE attributes. This may be an electricity supply contract that expresses no preference for LCE over another source of electricity (adapted from RE100, 2025).",What does Default-delivered LCE mean?;Define Default-delivered LCE;Default-delivered LCE definition;How does the SBTi Corporate Net-Zero Standard define Default-delivered LCE?;Default-delivered LCE;What is LCE?;LCE,definitions;electricity,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Default-delivered LCE,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-041,"What is Default-delivered LCE, in activity pools where LCE accounts for at least 95% of the generation mix, and where there is no certificate registry for LCE?","Low-carbon electricity (LCE) that may be considered matched to electricity consumption from the grid without any specific market instrument for LCE (such as an energy attribute certificate). Matching of this kind is only possible on highly decarbonized grids (at least 95% LCE in the generation mix) and with no mechanism for contractually allocating LCE attributes (such as an energy attribute certificate registry) (adapted from RE100, 2025).","What does Default-delivered LCE, in activity pools where LCE accounts for at least 95% of the generation mix, and where there is no certificate registry for LCE mean?;Define Default-delivered LCE, in activity pools where LCE accounts for at least 95% of the generation mix, and where there is no certificate registry for LCE;Default-delivered LCE, in activity pools where LCE accounts for at least 95% of the generation mix, and where there is no certificate registry for LCE definition;How does the SBTi Corporate Net-Zero Standard define Default-delivered LCE, in activity pools where LCE accounts for at least 95% of the generation mix, and where there is no certificate registry for LCE?;Default-delivered LCE, in activity pools where LCE accounts for at least 95% of the generation mix, and where there is no certificate registry for LCE;What is LCE?;LCE",definitions;accounting;electricity;market instruments,SBTi Corporate Net-Zero Standard v2.0 (June 2026),"Key Terms — Default-delivered LCE, in activity pools where LCE accounts for at least 95% of the generation mix, and where there is no certificate registry for LCE",approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-042,What are Default-delivered LCE supported by energy attribute certificates?,"Instances where regulation requires electricity suppliers to cancel energy attribute certificates on behalf of their customers. These might include Renewable Portfolio Standard (RPS) laws in the United States or the Renewable Energy Target (RET) in Australia. Customers therefore have claims to these attributes without needing to make specific choices to purchase low-carbon energy (LCE) products (adapted from RE100, 2025).",What does Default-delivered LCE supported by energy attribute certificates mean?;Define Default-delivered LCE supported by energy attribute certificates;Default-delivered LCE supported by energy attribute certificates definition;How does the SBTi Corporate Net-Zero Standard define Default-delivered LCE supported by energy attribute certificates?;Default-delivered LCE supported by energy attribute certificates;What is RPS?;RPS;What is RET?;RET,definitions;targets;electricity;market instruments,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Default-delivered LCE supported by energy attribute certificates,approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-043,What is Deliverability (electricity)?,"The ability of a source of electricity generation to serve a source of electricity consumption (adapted from GHG Protocol, 2025).",What does Deliverability (electricity) mean?;Define Deliverability (electricity);Deliverability (electricity) definition;How does the SBTi Corporate Net-Zero Standard define Deliverability (electricity)?;Deliverability (electricity),definitions;electricity,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Deliverability (electricity),approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-044,What is Deliverability region (electricity)?,"A geographical area throughout which all sources of electricity generation connected to a synchronous grid can reasonably be expected to serve sources of electricity consumption connected to that grid. A deliverability region balances the following aspects of an area in the electricity system: (i) synchronous grid boundaries; (ii) transmission congestion; and (iii) regional connectivity (adapted from GHG Protocol, 2025).",What does Deliverability region (electricity) mean?;Define Deliverability region (electricity);Deliverability region (electricity) definition;How does the SBTi Corporate Net-Zero Standard define Deliverability region (electricity)?;Deliverability region (electricity),definitions;electricity,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Deliverability region (electricity),approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
kt-045,What is Deliverable (electricity)?,"A source of electricity generation that can serve a specific source of electricity consumption (adapted from GHG Protocol, 2025).",What does Deliverable (electricity) mean?;Define Deliverable (electricity);Deliverable (electricity) definition;How does the SBTi Corporate Net-Zero Standard define Deliverable (electricity)?;Deliverable (electricity),definitions;electricity,SBTi Corporate Net-Zero Standard v2.0 (June 2026),Key Terms — Deliverable (electricity),approved,,,,1,"AI-drafted from SBTi CNZS v2.0 PDF text layer (Key Terms table, pp.85-101); answer verbatim; pending SME review."
