id,question,answer,alternate_questions,tags,source,source_section,status,owner,reviewer,last_reviewed,version,notes
faq-011,Will the SBTi be accrediting programmes directly that issue commodity certificates and carbon credits?,"• Integrity principles: The Standard introduces high-level integrity principles to guide the credible use of market instruments.
• Recognition of third party frameworks: Building on these principles, the SBTi will develop more detailed criteria to support companies through the use of these instruments, and, where appropriate, using these criteria to recognize programs and instruments that meet these criteria, building upon existing and developing infrastructure of standards and certification frameworks.",Will the SBTi accredit carbon credit programmes?;Does the SBTi approve certificate or credit issuers?;How will the SBTi handle market instrument programmes?,market instruments;carbon credits;accreditation,SBTi Corporate Net-Zero Standard V2.0 — Frequently Asked Questions (June 2026),"Implementing Corporate Net-Zero Standard V2.0: Project-based interventions, hourly matching of scope 2 emissions, third party recognition — Q11",approved,,,,1,AI-extracted from SBTi CNZS V2.0 official FAQ PDF; question and answer verbatim (bullet structure preserved); alternates authored; pending SME review.
faq-012,Is Corporate Net-Zero Standard V2.0 ready to use? When can innovations be pulled forward to companies that have or will set targets under Version 1?,"• Use of Corporate Net-Zero Standard V2.0: This will be open for use from the beginning of 2027. Much of what companies need to set targets is already available; further guidance will be provided as follows:
    ◦ Target-setting methods and pathways: In addition to the linear contraction method already updated for companies setting targets under Version 1, further methods will be finalized following consultation expected to be available for use in Q4 2026.
    ◦ Further guidance on actions and market instruments: While Corporate Net-Zero Standard V2.0 provides comprehensive requirements on target implementation, including detailed scope 2 target implementation, the SBTi intends to provide additional guidance on key topics through the Corporate Net-Zero Standard V2.0 - Implementation Guidance. This will provide further clarity on the following topics: ■ Further guidance on the use of market instruments for scope 1 target implementation, e.g., energy certificates (expected end of 2026). ■ Additional guidance on projects in the context of activity-pool and sector-level interventions (expected end of 2026). ■ Guidance on commodity certificates will be developed in the context of sector approaches (see below) and the SBTi interoperability and recognition framework.
    ◦ Sector approaches: A program to update and add to sector approaches will be launched in summer / early autumn this year. This is designed to allow deep engagement with companies and experts in order that sector contexts are accounted for. Draft approaches will be developed by early in 2027, for finalization before the end of that year.
    ◦ Ongoing Emissions Responsibility (OER): Further details for participation in the OER recognition program will be provided in the second half of 2026.
• Pulling forward of innovations to Version 1:
    ◦ New target-setting methods: These are already available under Version 1.
    ◦ Best-efforts approach to targets: This already applies to targets set under Version 1.
    ◦ Other innovations: Projects and market instruments - the approach to the mitigation hierarchy will be available under Version 1 on the same timeline for Version 2.0 above.
    ◦ OER: Available for companies with targets set under Version 1 from early 2027.",When can companies start using V2.0?;Is Version 2.0 available now?;When are the V2.0 innovations available to Version 1 users?,timeline;availability;versions,SBTi Corporate Net-Zero Standard V2.0 — Frequently Asked Questions (June 2026),Using innovations in Corporate Net-Zero Standard V2.0 — Q12,approved,,,,1,AI-extracted from SBTi CNZS V2.0 official FAQ PDF; question and answer verbatim (bullet structure preserved); alternates authored; pending SME review.
KQ-001,What are the key innovations introduced in Version 2.0 of the Corporate Net-Zero Standard?,"Version 2.0 of the Corporate Net-Zero Standard includes the following key innovations: O Differentiated approaches across markets: The Corporate Net-Zero Standard V2.0 includes accommodations for small and medium-sized enterprises, and companies in lower-income countries. O Set actionable, context-specific targets: Companies set targets that reflect their opportunities to reduce emissions in different contexts, including capital stock, supply/ value chains, sectors, and geographies. It also strengthens the link to transition planning, which has quickly become established as best practice for the corporate net-zero transition. Companies set two or more near-term targets and can choose to set an overarching net-zero target. O Act transparently on a best-efforts basis: Targets are pursued on a best-efforts basis, with transparency over key assumptions and dependencies. Companies are expected to use all available levers to reduce emissions and address any implementation barriers. This will be ensured through alignment with commercial incentives; transparent, regularly scrutinized progress reporting, including periodic assurance; and minimum progress criteria for target setting in subsequent cycles. Mobilize all available levers to deliver emissions reductions: After setting science-based targets, companies take action to implement them. The Corporate Net-Zero Standard V2.0 introduces an implementation hierarchy that prioritizes actions, from those directly reducing emissions in company operations and value chains to broader activity pool and sector-level actions where appropriate. These actions may be supported by market instruments, including energy attributes and commodity certificates based on different chain-of-custody models (e.g., mass balance, book-and-claim), subject to guardrails. O Continuously assess, disclose, and strengthen progress: A process of annual reporting and periodic assessment of progress, barriers to implementation, and actions to address these; and for setting new targets before or at the end of a cycle – including where there are gaps between emissions and targets – to ensure ongoing alignment with net- zero pathways. Through this continuous improvement process, companies can continue progressing within the SBTi framework toward net-zero. O Maintain ongoing emissions responsibility: The Corporate Net-Zero Standard V2.0 takes a balanced approach to the use of high-integrity carbon credits and other climate contributions as a complement and not a substitute to companies reducing their carbon footprint, through a voluntary recognition program.",What changed in SBTi Corporate Net-Zero Standard V2.0?|What new features does CNZ V2.0 introduce?,innovation|v2|SME|lower-income countries|near-term targets|transition planning|implementation hierarchy|market instruments|progress reporting|carbon credits,SBTi Corporate Net-Zero Standard V2.0,Executive Summary / Key Innovations,approved,,,,2.0,
KQ-002,"What are the near-term target (5-year) requirements for Scope 1, Scope 2, and Scope 3 under the Corporate Net-Zero Standard V2.0?",Near-term targets (5-year targets): Scope 1: Required for all companies. Scope 2: Required for all companies. Scope 3: Required for Category A companies.,Are near-term targets mandatory for all scopes?|Which scopes require near-term targets?,near-term targets|scope 1|scope 2|scope 3|Category A|5-year targets|mandatory,SBTi Corporate Net-Zero Standard V2.0,Target Requirements Table,approved,,,,2.0,
KQ-003,"What are the long-term target requirements for Scope 1, Scope 2, and Scope 3 under the Corporate Net-Zero Standard V2.0?",Long-term targets (targets to reach residual emissions levels by 2050 at the latest): Scope 1: Dependent on target-setting method. Scope 2: Optional for all companies. Scope 3: Optional for all companies.,Are long-term targets mandatory?|Which scopes require long-term targets?|What are the 2050 target requirements by scope?,long-term targets|scope 1|scope 2|scope 3|2050|residual emissions|optional,SBTi Corporate Net-Zero Standard V2.0,Target Requirements Table,approved,,,,2.0,
KQ-004,What do net-zero targets include and are they mandatory?,"Net-zero targets combine scope 1, 2, and 3 near-term and long-term targets, together with the neutralization of residual emissions at the net-zero target year. Net-zero targets are optional for all companies.",Is a net-zero target required?|What is included in a net-zero target?,net-zero targets|scope 1|scope 2|scope 3|neutralization|residual emissions|optional,SBTi Corporate Net-Zero Standard V2.0,Target Requirements Table,approved,,,,2.0,
KQ-005,What is the status of Version 1 of the Corporate Net-Zero Standard and until when can companies set targets under it?,"Many of the elements of the Corporate Net-Zero Standard V2.0 are or will be available under the Corporate Net-Zero Standard Version 1 through transitional arrangements. Forward-looking target setting based on the latest data is already available. Company categorization, approaches to target implementation, progress assessment, and ongoing emissions responsibility will be available. Version 1 will remain attractive to many companies as an on-ramp to the SBTi, for example, through its combined scopes 1 and 2 targets and approaches to scope 3 emissions. Therefore, for companies that have commitments to set targets and have been planning against Version 1, we encourage them to submit targets on this basis. Version 1 of the Standard will remain open for setting targets until the end of 2027. For more information, refer to the accompanying documentation.",Is Version 1 still available?|Can companies still use the old standard?|When does Version 1 close?,Version 1|transitional arrangements|target setting|2027|on-ramp|scope 1|scope 2|scope 3,SBTi Corporate Net-Zero Standard V2.0,Transitional Arrangements,approved,,,,2.0,Also see KQ-006: When should companies with existing 2030 targets begin setting targets under V2.0?
KQ-006,When should companies with existing 2030 targets begin setting targets under Corporate Net-Zero Standard V2.0?,"Companies that already have 2030 targets should start to set targets for the next cycle (2030–2035) under the Corporate Net-Zero Standard V2.0 from 2028, in order to allow sufficient lead time for implementation. In the meantime, and for the remainder of the target cycle, companies will be able to use elements of V2.0 as set out in the paragraph above.",When do 2030 target holders transition to V2.0?|What is the timeline for adopting V2.0?,2030 targets|2028|target cycle|2030-2035|V2.0|transition|implementation,SBTi Corporate Net-Zero Standard V2.0,Transitional Arrangements,approved,,,,2.0,Also see KQ-005: What is the status of Version 1 and until when can companies set targets under it?
KQ-007,What are the three sets of complementary documents that support the Corporate Net-Zero Standard?,The Corporate Net-Zero Standard is supported by three sets of complementary documents that are published separately from the Standard: O Methods and Pathways: Provides technical details for setting targets. O Assurance: Explains the process for Target Validation and End-of-cycle Assessment. O Claims: Sets out how companies communicate about their SBTi targets.,What supporting documents accompany the Corporate Net-Zero Standard?|What documents complement the SBTi standard?,complementary documents|methods and pathways|assurance|claims|target validation|end-of-cycle assessment|SBTi,SBTi Corporate Net-Zero Standard V2.0,Supporting Documents,approved,,,,2.0,
KQ-008,What are the two company categories under the Corporate Net-Zero Standard and what are their key differences in requirements?,"There are two categories of companies within the Corporate Net-Zero Standard. Category A comprises large companies from all countries and medium-sized companies from high-income countries, while Category B comprises small companies from all countries and medium-sized companies from lower-income countries, as defined by revenue and other criteria. While certain requirements for Category A companies are optional for Category B companies – for example, disclosure of transition plans, assurance of target base year data, and scope 3 target setting – the SBTi strongly encourages Category B companies to go beyond these minimum requirements. Subsidiary companies within conglomerates may be regarded as separate companies where they operate as distinct businesses.",What is Category A vs Category B?|How are companies categorized under SBTi V2.0?|What are the requirements for small companies under the Corporate Net-Zero Standard?,Category A|Category B|large companies|medium-sized companies|small companies|high-income countries|lower-income countries|scope 3|transition plans|assurance|subsidiary|conglomerates,SBTi Corporate Net-Zero Standard V2.0,Company Categorization,approved,,,,2.0,
KQ-009,What does the Corporate Net-Zero Standard require regarding leadership accountability and governance for science-based targets?,"Leadership accountability for science-based targets. Intent: To ensure that companies' science-based targets are supported by strong governance, with oversight at the highest level of the organization, clear management responsibility for implementation, and integration of climate targets into corporate strategy and decision-making. Criterion CNZS-C1 states that companies shall obtain internal approval at the highest level of governance to set and submit SBTi targets, and ensure oversight of target implementation at that level. This criterion CNZS-C1 applies to company categories A and B.",Who is responsible for approving SBTi targets?|What governance is required for science-based targets?|Does the board need to approve SBTi targets?,governance|leadership accountability|CNZS-C1|board approval|highest level|management responsibility|corporate strategy|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C1 Leadership Accountability,approved,,,,2.0,
KQ-010,What does the Corporate Net-Zero Standard require regarding the development of a transition plan?,"Developing a transition plan. Intent: To ensure that a company's validated targets are supported by a credible, time-bound transition plan that outlines how targets will be implemented, identifies key assumptions and dependencies, and provides transparent governance and accountability for implementation. For the purposes of the Corporate Net-Zero Standard V2.0, the transition plan focuses on the actions and timelines required to deliver the company's validated targets. CNZS-C2. Companies shall develop and maintain a transition plan that demonstrates how they will implement their science-based targets. This criterion CNZS-C2 applies to company categories A and B, except sub-criterion C2.4, which is Category A only.",Is a transition plan mandatory under SBTi V2.0?|What must a transition plan include under CNZS-C2?|Which companies need a transition plan?,transition plan|CNZS-C2|credible|time-bound|governance|accountability|Category A|Category B|validated targets|assumptions|dependencies,SBTi Corporate Net-Zero Standard V2.0,CNZS-C2 Transition Plan,approved,,,,2.0,
KQ-011,How does target base year selection work across target cycles under the Corporate Net-Zero Standard V2.0?,"Target setting operates in defined cycles. For each new target cycle, a company is required to select the most recent year with comprehensive data as the target base year for near-term targets. This reflects changes in company structure and emissions over time and aligns with SBTi target-setting methods that determine ambition based on a company's current emissions profile rather than historical base year emissions. Updating the target base year represents a continuation, not a reset, of the decarbonization journey: the company is expected to demonstrate continued progress across successive target cycles.",What is the target base year under SBTi V2.0?|Does the base year reset each cycle?|How is ambition determined in each target cycle?,target base year|target cycle|near-term targets|decarbonization|emissions profile|ambition|continuation|successive cycles,SBTi Corporate Net-Zero Standard V2.0,Target Setting / Base Year,approved,,,,2.0,
KQ-012,What does the Corporate Net-Zero Standard require regarding organizational and operational boundaries?,"Organizational & operational boundaries. The intent is to establish clear and comprehensive organizational and operational boundaries as the foundation for the consistent application of all SBTi Standards, including Sector Standards, and for setting, tracking, and assessing progress against targets. CNZS-C3. Companies shall define organizational and operational boundaries to which all applicable SBTi Standards criteria shall be applied. This criterion CNZS-C3 applies to company categories A and B.",What boundaries must companies define under CNZS-C3?|What is the scope of organizational boundaries in SBTi?|Does CNZS-C3 apply to all companies?,organizational boundaries|operational boundaries|CNZS-C3|Sector Standards|target setting|tracking|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C3 Organizational & Operational Boundaries,approved,,,,2.0,
KQ-013,What is a target base year and how must it be selected under the Corporate Net-Zero Standard V2.0?,"Selecting a target base year. A target base year is not necessarily the same as an inventory base year. The inventory base year, as defined by the GHG Protocol (2004), is ""a historic datum against which a company's emissions are tracked over time."" In contrast, the target base year is the reference year chosen when setting targets. Intent: To ensure that, at the start of each target cycle, companies select a target base year that reflects their current organizational structure and emissions profile. This aligns with SBTi target-setting methods, which determine ambition based on current emissions rather than historical base years, while maintaining accountability and building on achieved emissions reductions. CNZS-C4. Companies shall select a target base year that accurately reflects the company's structure and activities. This criterion CNZS-C4 applies to company categories A and B.",What is the difference between a target base year and an inventory base year?|How do I choose a base year for SBTi targets?|What does CNZS-C4 require?,target base year|inventory base year|CNZS-C4|GHG Protocol|organizational structure|emissions profile|ambition|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C4 Target Base Year,approved,,,,2.0,
KQ-014,What does the Corporate Net-Zero Standard require for the target base year GHG inventory?,"Target base year GHG inventory. Intent: To ensure companies establish a robust and transparent foundation for credible target setting and end-of-cycle progress assessment by accounting for and reporting a base year GHG inventory aligned with the GHG Protocol and other target-setting metrics. CNZS-C5. Companies shall account and report a GHG emissions inventory aligned with the GHG Protocol Standards. This criterion CNZS-C5 applies to company categories A and B, except sub-criterion C5.7, which is Category A only.",What GHG inventory is required for target setting?|Does SBTi require a GHG Protocol-aligned inventory?|What is CNZS-C5?,GHG inventory|CNZS-C5|GHG Protocol|base year|target setting|progress assessment|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C5 Target Base Year GHG Inventory,approved,,,,2.0,
KQ-015,What does the Corporate Net-Zero Standard require regarding the identification and quantification of emissions-intensive activities (EIAs) in the value chain?,"Identification of EIAs. The intent of section 2.4 is to ensure that the most emissions-intensive value chain activities are explicitly visible and addressed through targets or transition planning, the identification and quantification of EIAs is required separately from broader scope 3 categories, with dedicated target-setting options available under CNZS-C15. Under criterion CNZS-C6, companies shall identify and quantify emissions from emissions-intensive activities (EIAs) within their value chains. This criterion CNZS-C6 applies to company category A and is optional for company category B.",What are emissions-intensive activities under SBTi?|What is CNZS-C6?|Do all companies need to identify EIAs?,EIA|emissions-intensive activities|CNZS-C6|value chain|scope 3|target setting|transition planning|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C6 Identification of EIAs,approved,,,,2.0,
KQ-016,What does the Corporate Net-Zero Standard require regarding third-party assurance of the target base year GHG inventory?,Third-party assurance. Intent: To strengthen the credibility and reliability of the target base year GHG emissions inventory and related calculations through independent third-party assurance. Assurance is required for Category A companies and strongly encouraged for Category B companies as a key mechanism to enhance transparency and confidence in reported emissions. CNZS-C7: Companies shall obtain independent third-party assurance of the target base year GHG emissions inventory and associated required metrics. This criterion CNZS-C7 applies to company category A and is optional for company category B.,Is third-party assurance mandatory under SBTi V2.0?|What is CNZS-C7?|Do Category B companies need assurance?,third-party assurance|CNZS-C7|GHG inventory|Category A|Category B|credibility|transparency|independent assurance,SBTi Corporate Net-Zero Standard V2.0,CNZS-C7 Third-Party Assurance,approved,,,,2.0,
KQ-017,When and why must companies recalculate their target base year GHG inventory under the Corporate Net-Zero Standard V2.0?,"Target base year recalculation. Intent: To ensure that target base year emissions and associated required metrics remain accurate, representative, and comparable over time by requiring recalculation in response to material structural or methodological changes. CNZS-C8 states that companies shall recalculate their target base year GHG emissions inventory and associated required metrics in response to significant changes. This criterion CNZS-C8 applies to company categories A and B, except sub-criterion C8.6, which is Category A only.",What triggers a base year recalculation under SBTi?|What is CNZS-C8?|When must a company update its base year emissions?,base year recalculation|CNZS-C8|GHG inventory|material changes|methodological changes|structural changes|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C8 Target Base Year Recalculation,approved,,,,2.0,
KQ-018,What does the Corporate Net-Zero Standard require for general target setting on operational and value chain emissions?,General target setting. Intent: To ensure companies set robust targets for their operational and value chain emissions that drive measurable progress using standardized metrics and methods aligned to science-based net-zero pathways and established accounting approaches. CNZS-C9. Companies shall set targets for emissions from their operations and value chain that are consistent with science-based net-zero pathways. This criterion CNZS-C9 applies to company categories A and B.,What is CNZS-C9?|What targets must companies set under SBTi V2.0?|Are value chain emissions included in target setting?,target setting|CNZS-C9|operational emissions|value chain|science-based pathways|net-zero|Category A|Category B,SBTi Corporate Net-Zero Standard V2.0,CNZS-C9 General Target Setting,approved,,,,2.0,
